,Attrition,Prediction
35531,0.0,0.0
11568,0.0,0.0
45143,1.0,1.0
8085,0.0,0.0
4927,0.0,0.0
63013,1.0,1.0
52722,1.0,1.0
31589,0.0,0.0
50510,1.0,1.0
7510,0.0,0.0
44535,1.0,1.0
35263,0.0,0.0
51139,1.0,1.0
40368,1.0,1.0
9326,0.0,0.0
11412,0.0,0.0
55732,1.0,1.0
66821,1.0,1.0
24763,0.0,0.0
14918,0.0,0.0
48426,1.0,1.0
42421,1.0,1.0
46467,1.0,1.0
44783,1.0,1.0
29054,0.0,0.0
22355,0.0,0.0
30580,0.0,0.0
71104,1.0,1.0
75302,1.0,1.0
18766,0.0,0.0
20536,0.0,0.0
62361,1.0,1.0
74617,1.0,1.0
24476,0.0,0.0
5072,0.0,0.0
3009,0.0,0.0
28199,0.0,0.0
36779,0.0,0.0
42207,1.0,1.0
19639,0.0,0.0
36336,0.0,0.0
25808,0.0,0.0
65526,1.0,1.0
15374,0.0,1.0
62781,1.0,1.0
66231,1.0,1.0
65030,1.0,1.0
52303,1.0,1.0
50931,1.0,1.0
11639,0.0,0.0
23252,0.0,0.0
10094,0.0,0.0
30213,0.0,0.0
30757,0.0,0.0
12646,0.0,0.0
11501,0.0,0.0
22324,0.0,0.0
29131,0.0,0.0
29743,0.0,0.0
67496,1.0,1.0
26700,0.0,0.0
44494,1.0,0.0
57786,1.0,1.0
64414,1.0,1.0
21282,0.0,0.0
28778,0.0,0.0
6087,0.0,0.0
9068,0.0,0.0
69843,1.0,1.0
70784,1.0,1.0
22352,0.0,0.0
4405,0.0,0.0
71333,1.0,1.0
73841,1.0,1.0
7191,0.0,0.0
75195,1.0,1.0
73819,1.0,1.0
47016,1.0,1.0
33437,0.0,0.0
33259,0.0,0.0
68846,1.0,1.0
5599,0.0,0.0
4467,0.0,0.0
59398,1.0,1.0
8356,0.0,0.0
65722,1.0,1.0
20515,0.0,0.0
9675,0.0,0.0
41922,1.0,1.0
49028,1.0,1.0
55457,1.0,1.0
53233,1.0,1.0
19288,0.0,0.0
63252,1.0,0.0
7041,0.0,0.0
28645,0.0,0.0
22600,0.0,0.0
47421,1.0,1.0
52295,1.0,1.0
43506,1.0,1.0
70090,1.0,1.0
30290,0.0,0.0
72887,1.0,1.0
70264,1.0,1.0
32561,0.0,0.0
56561,1.0,1.0
72624,1.0,0.0
27961,0.0,0.0
44253,1.0,1.0
71443,1.0,1.0
70154,1.0,1.0
22415,0.0,0.0
70228,1.0,1.0
46052,1.0,1.0
49587,1.0,1.0
57761,1.0,1.0
63922,1.0,1.0
6663,0.0,0.0
66354,1.0,1.0
47493,1.0,1.0
21229,0.0,0.0
44688,1.0,1.0
46150,1.0,1.0
38661,1.0,1.0
38489,1.0,1.0
67999,1.0,1.0
29562,0.0,0.0
49719,1.0,1.0
74603,1.0,1.0
5440,0.0,0.0
35692,0.0,0.0
6558,0.0,0.0
64000,1.0,1.0
23022,1.0,1.0
8453,0.0,0.0
34352,0.0,0.0
13961,0.0,0.0
39672,1.0,1.0
51234,1.0,1.0
69056,1.0,1.0
61613,1.0,1.0
34988,0.0,0.0
5099,0.0,0.0
44368,1.0,1.0
45792,1.0,1.0
63210,1.0,1.0
59340,1.0,1.0
71126,1.0,1.0
50742,1.0,1.0
43949,1.0,1.0
43434,1.0,1.0
73137,1.0,1.0
73284,1.0,1.0
71558,1.0,1.0
21681,0.0,0.0
4826,0.0,0.0
10008,0.0,0.0
68250,1.0,1.0
10572,0.0,0.0
26212,0.0,0.0
45869,1.0,1.0
11681,0.0,0.0
23751,0.0,0.0
31158,0.0,0.0
368,0.0,0.0
45429,1.0,1.0
43118,1.0,1.0
33636,0.0,0.0
22552,0.0,0.0
12155,0.0,0.0
58329,1.0,1.0
30157,0.0,0.0
69467,1.0,1.0
60151,1.0,1.0
5386,0.0,0.0
37495,0.0,0.0
35338,0.0,0.0
30292,0.0,0.0
1497,0.0,0.0
12501,0.0,0.0
66124,1.0,1.0
56032,1.0,1.0
73812,1.0,1.0
61077,1.0,1.0
25371,0.0,0.0
24782,0.0,0.0
21193,0.0,0.0
15753,0.0,0.0
74537,1.0,1.0
5036,0.0,0.0
24544,0.0,0.0
51240,1.0,1.0
2641,0.0,0.0
11385,0.0,0.0
63211,1.0,1.0
65998,1.0,1.0
37017,0.0,0.0
55897,1.0,1.0
20102,0.0,0.0
20956,0.0,0.0
36636,0.0,0.0
14320,0.0,0.0
38311,1.0,1.0
74453,1.0,1.0
16490,0.0,0.0
34731,0.0,0.0
7896,0.0,0.0
33649,0.0,0.0
28871,0.0,0.0
48797,1.0,1.0
3572,0.0,0.0
10581,0.0,0.0
32969,0.0,0.0
38863,1.0,1.0
60158,1.0,1.0
35293,0.0,0.0
45184,1.0,1.0
62206,1.0,1.0
73888,1.0,1.0
25241,0.0,0.0
19426,0.0,0.0
28176,0.0,0.0
36795,0.0,0.0
2476,0.0,0.0
39630,1.0,1.0
43635,1.0,1.0
67931,1.0,1.0
25273,0.0,0.0
70957,1.0,1.0
5996,0.0,0.0
53596,1.0,1.0
19371,0.0,0.0
24053,0.0,0.0
2115,0.0,0.0
24714,0.0,0.0
43293,1.0,1.0
44065,1.0,1.0
59169,1.0,1.0
45683,1.0,1.0
64442,1.0,1.0
33157,0.0,0.0
52398,1.0,1.0
11490,0.0,0.0
57778,1.0,1.0
25582,0.0,0.0
21643,0.0,0.0
46566,1.0,1.0
16602,0.0,0.0
68399,1.0,1.0
23467,0.0,0.0
44011,1.0,1.0
6757,0.0,0.0
73447,1.0,1.0
65026,1.0,1.0
35117,0.0,0.0
12052,0.0,0.0
31174,0.0,0.0
56046,1.0,1.0
12141,0.0,0.0
64187,1.0,1.0
47865,1.0,1.0
39717,1.0,1.0
64105,1.0,1.0
54121,1.0,1.0
22737,0.0,0.0
44682,1.0,1.0
7286,0.0,0.0
40904,1.0,1.0
14601,0.0,0.0
53131,1.0,1.0
33836,0.0,0.0
50304,1.0,1.0
52139,1.0,1.0
59137,1.0,1.0
11941,0.0,0.0
41955,1.0,1.0
65898,1.0,1.0
714,0.0,0.0
24577,0.0,0.0
56648,1.0,1.0
39613,1.0,1.0
28737,0.0,0.0
29138,0.0,0.0
73023,1.0,1.0
631,0.0,0.0
37474,0.0,0.0
19757,0.0,0.0
51785,1.0,1.0
21047,0.0,0.0
60658,1.0,1.0
35068,0.0,0.0
23294,0.0,0.0
37529,0.0,0.0
27747,0.0,0.0
57874,1.0,1.0
48544,1.0,1.0
14017,0.0,0.0
21688,0.0,0.0
47092,1.0,1.0
1761,0.0,0.0
43867,1.0,1.0
7050,0.0,0.0
46907,1.0,1.0
42628,1.0,1.0
17791,0.0,0.0
6735,0.0,0.0
54776,1.0,1.0
19035,0.0,0.0
41537,1.0,1.0
64149,1.0,1.0
36129,0.0,0.0
4292,0.0,0.0
62538,1.0,1.0
42134,1.0,1.0
17811,0.0,0.0
48908,1.0,1.0
48678,1.0,1.0
67819,1.0,1.0
41946,1.0,1.0
14159,0.0,0.0
690,0.0,0.0
50027,1.0,1.0
60112,1.0,1.0
32994,0.0,0.0
51445,1.0,1.0
38338,1.0,1.0
73306,1.0,1.0
68085,1.0,1.0
68809,1.0,1.0
72502,1.0,1.0
65295,1.0,1.0
73128,1.0,1.0
53102,1.0,1.0
10801,0.0,0.0
65098,1.0,1.0
25667,0.0,0.0
62286,1.0,1.0
51735,1.0,1.0
35508,0.0,0.0
65912,1.0,1.0
56756,1.0,1.0
41497,1.0,1.0
64666,1.0,1.0
44180,1.0,1.0
37045,0.0,0.0
49261,1.0,1.0
21102,0.0,0.0
57101,1.0,1.0
6825,0.0,0.0
24353,0.0,0.0
22508,0.0,0.0
13517,0.0,0.0
51711,1.0,1.0
6147,0.0,0.0
20184,0.0,0.0
54645,1.0,1.0
69534,1.0,1.0
7742,0.0,0.0
50416,1.0,1.0
64680,1.0,1.0
44184,1.0,1.0
16467,0.0,0.0
73608,1.0,1.0
41664,1.0,1.0
72503,1.0,1.0
18208,0.0,1.0
50466,1.0,1.0
39891,1.0,1.0
39845,1.0,0.0
57836,1.0,1.0
8714,0.0,0.0
46168,1.0,1.0
14904,0.0,0.0
32979,0.0,0.0
21303,0.0,0.0
39628,1.0,1.0
71942,1.0,1.0
68229,1.0,1.0
424,0.0,0.0
53154,1.0,1.0
22191,0.0,0.0
6653,0.0,0.0
71876,1.0,1.0
35854,0.0,0.0
52034,1.0,1.0
70928,1.0,1.0
23137,0.0,0.0
21828,0.0,0.0
54842,1.0,1.0
31188,0.0,0.0
65884,1.0,1.0
48051,1.0,1.0
44004,1.0,1.0
66943,1.0,1.0
57772,1.0,1.0
44243,1.0,0.0
61510,1.0,1.0
59449,1.0,1.0
33890,0.0,0.0
39652,1.0,1.0
36167,0.0,0.0
61126,1.0,1.0
74817,1.0,1.0
29995,0.0,0.0
69366,1.0,1.0
58783,1.0,1.0
42517,1.0,1.0
10053,0.0,0.0
64062,1.0,1.0
8776,0.0,0.0
7949,0.0,0.0
34142,0.0,0.0
64447,1.0,1.0
34971,0.0,0.0
44778,1.0,1.0
4168,0.0,0.0
74191,1.0,1.0
2393,0.0,0.0
38149,1.0,1.0
25001,0.0,0.0
26896,0.0,0.0
48021,1.0,1.0
69093,1.0,1.0
70389,1.0,1.0
57050,1.0,1.0
65024,1.0,1.0
21159,0.0,0.0
44729,1.0,1.0
57386,1.0,1.0
37273,0.0,0.0
14863,0.0,0.0
63305,1.0,1.0
53187,1.0,1.0
1438,0.0,0.0
62327,1.0,1.0
46607,1.0,1.0
21145,0.0,0.0
53914,1.0,1.0
46018,1.0,1.0
68101,1.0,1.0
62142,1.0,1.0
59135,1.0,1.0
31404,0.0,0.0
43592,1.0,1.0
24626,0.0,0.0
8200,0.0,0.0
72482,1.0,1.0
39240,1.0,1.0
53185,1.0,1.0
51324,1.0,1.0
73434,1.0,1.0
10246,0.0,0.0
860,0.0,0.0
24079,0.0,0.0
66384,1.0,1.0
32401,0.0,0.0
52273,1.0,1.0
53293,1.0,1.0
64674,1.0,1.0
27657,0.0,0.0
42061,1.0,1.0
74279,1.0,1.0
7827,0.0,0.0
46209,1.0,1.0
33111,0.0,0.0
39604,1.0,1.0
5047,0.0,0.0
55607,1.0,1.0
26009,0.0,0.0
10877,0.0,0.0
33113,0.0,0.0
41401,1.0,1.0
23597,0.0,0.0
64008,1.0,1.0
74962,1.0,1.0
33883,0.0,0.0
64864,1.0,1.0
65759,1.0,1.0
10072,0.0,0.0
41078,1.0,1.0
43832,1.0,1.0
7305,0.0,0.0
27954,0.0,0.0
32776,0.0,0.0
654,0.0,0.0
11980,0.0,0.0
73127,1.0,1.0
74324,1.0,1.0
40254,1.0,1.0
8870,0.0,0.0
63275,1.0,1.0
60231,1.0,1.0
58759,1.0,1.0
10257,0.0,0.0
39839,1.0,1.0
10998,0.0,0.0
66743,1.0,1.0
73965,1.0,1.0
34610,0.0,0.0
57934,1.0,1.0
13919,0.0,0.0
66521,1.0,1.0
56671,1.0,1.0
55689,1.0,1.0
26104,0.0,0.0
49379,1.0,1.0
3066,0.0,0.0
10587,0.0,0.0
62120,1.0,1.0
20204,0.0,1.0
68700,1.0,1.0
21784,0.0,0.0
72261,1.0,1.0
43175,1.0,1.0
20120,0.0,0.0
9061,0.0,0.0
17122,0.0,0.0
36248,0.0,0.0
25034,0.0,0.0
69224,1.0,1.0
36420,0.0,0.0
426,0.0,0.0
8366,0.0,0.0
38690,1.0,1.0
17500,0.0,0.0
63967,1.0,1.0
32789,0.0,0.0
69992,1.0,1.0
25363,0.0,0.0
57208,1.0,1.0
20499,0.0,0.0
7564,0.0,0.0
48972,1.0,1.0
48782,1.0,1.0
54941,1.0,1.0
5013,0.0,0.0
17280,0.0,0.0
66241,1.0,1.0
2383,0.0,0.0
2497,0.0,0.0
63582,1.0,1.0
47611,1.0,1.0
35470,0.0,0.0
52309,1.0,1.0
64094,1.0,1.0
55639,1.0,0.0
51147,1.0,1.0
5988,0.0,0.0
19972,0.0,0.0
47501,1.0,1.0
60950,1.0,1.0
19097,0.0,0.0
2937,0.0,0.0
40737,1.0,1.0
67146,1.0,1.0
28702,0.0,0.0
52753,1.0,1.0
26094,0.0,0.0
56557,1.0,1.0
13463,0.0,0.0
45638,1.0,1.0
70118,1.0,1.0
32922,0.0,0.0
34657,0.0,0.0
26582,0.0,0.0
47127,1.0,1.0
65559,1.0,1.0
72251,1.0,1.0
31300,0.0,0.0
22486,0.0,0.0
68534,1.0,1.0
59991,1.0,1.0
62127,1.0,1.0
27509,0.0,0.0
14829,0.0,0.0
49725,1.0,1.0
21928,0.0,0.0
71783,1.0,1.0
18362,0.0,0.0
31172,0.0,0.0
25726,0.0,0.0
67195,1.0,1.0
43316,1.0,1.0
63873,1.0,1.0
51614,1.0,1.0
63622,1.0,1.0
66584,1.0,1.0
39701,1.0,1.0
53947,1.0,1.0
55123,1.0,1.0
29738,0.0,0.0
41964,1.0,1.0
33445,0.0,0.0
20493,0.0,0.0
68601,1.0,1.0
68437,1.0,1.0
29914,0.0,0.0
45050,1.0,1.0
55014,1.0,1.0
12105,0.0,0.0
49508,1.0,1.0
58038,1.0,1.0
71011,1.0,1.0
22873,0.0,0.0
14618,0.0,0.0
24863,0.0,0.0
74583,1.0,1.0
67837,1.0,1.0
47245,1.0,1.0
41431,1.0,1.0
50399,1.0,1.0
22132,0.0,0.0
10429,0.0,0.0
28124,0.0,0.0
43837,1.0,1.0
32247,0.0,0.0
12331,0.0,0.0
9351,0.0,0.0
36175,0.0,0.0
31880,0.0,0.0
10308,0.0,0.0
71520,1.0,1.0
46074,1.0,1.0
54589,1.0,1.0
441,0.0,0.0
722,0.0,0.0
65494,1.0,1.0
125,0.0,0.0
70081,1.0,1.0
73258,1.0,1.0
64354,1.0,1.0
56784,1.0,1.0
39076,1.0,1.0
16801,0.0,0.0
10950,0.0,0.0
30047,0.0,0.0
41433,1.0,1.0
42491,1.0,1.0
70013,1.0,1.0
56397,1.0,1.0
53948,1.0,1.0
66740,1.0,1.0
8046,0.0,0.0
39407,1.0,1.0
50158,1.0,1.0
70897,1.0,1.0
37160,0.0,0.0
9732,0.0,0.0
27091,0.0,0.0
27738,0.0,0.0
43823,1.0,1.0
22593,0.0,0.0
56231,1.0,1.0
23742,0.0,0.0
43997,1.0,1.0
38294,1.0,1.0
67460,1.0,1.0
59828,1.0,1.0
68397,1.0,1.0
37806,0.0,0.0
20195,0.0,0.0
26773,0.0,0.0
7716,0.0,0.0
15990,0.0,0.0
29632,0.0,0.0
64676,1.0,1.0
17156,0.0,0.0
7126,0.0,0.0
15470,0.0,0.0
34751,0.0,0.0
63119,1.0,1.0
33783,0.0,0.0
65359,1.0,1.0
18277,0.0,0.0
64720,1.0,1.0
54041,1.0,1.0
12531,0.0,0.0
23802,0.0,0.0
15463,0.0,0.0
25598,0.0,0.0
51456,1.0,1.0
18932,0.0,0.0
42690,1.0,1.0
45729,1.0,1.0
34746,0.0,0.0
74211,1.0,1.0
44854,1.0,1.0
8859,0.0,0.0
61859,1.0,1.0
58256,1.0,1.0
54808,1.0,1.0
12542,0.0,0.0
2972,0.0,0.0
11651,0.0,0.0
11136,0.0,0.0
72180,1.0,1.0
39053,1.0,1.0
24547,0.0,0.0
57481,1.0,1.0
845,0.0,1.0
39246,1.0,1.0
27762,0.0,0.0
52718,1.0,1.0
54959,1.0,1.0
57433,1.0,1.0
11274,0.0,0.0
36870,0.0,0.0
35719,0.0,0.0
26979,0.0,0.0
33076,0.0,0.0
9465,0.0,0.0
6347,0.0,0.0
50817,1.0,1.0
12856,0.0,0.0
30248,0.0,0.0
51260,1.0,1.0
18980,0.0,0.0
48704,1.0,1.0
54065,1.0,1.0
11168,0.0,0.0
926,0.0,0.0
45286,1.0,1.0
64045,1.0,1.0
12428,0.0,0.0
74792,1.0,1.0
71081,1.0,1.0
52479,1.0,1.0
46491,1.0,1.0
41429,1.0,1.0
13079,0.0,0.0
50486,1.0,1.0
56200,1.0,1.0
72568,1.0,1.0
13339,0.0,0.0
57574,1.0,1.0
47632,1.0,1.0
7881,0.0,0.0
48342,1.0,1.0
4796,0.0,0.0
43871,1.0,1.0
53339,1.0,1.0
71108,1.0,1.0
27522,0.0,0.0
1630,0.0,0.0
14200,0.0,0.0
45775,1.0,1.0
59378,1.0,1.0
9862,0.0,0.0
66348,1.0,1.0
5539,0.0,0.0
13064,0.0,0.0
13024,0.0,0.0
38523,1.0,1.0
9839,0.0,0.0
63224,1.0,1.0
22545,0.0,0.0
67169,1.0,1.0
74990,1.0,1.0
56,0.0,0.0
74352,1.0,1.0
22462,0.0,0.0
1247,0.0,0.0
70503,1.0,1.0
47364,1.0,1.0
15152,0.0,0.0
61337,1.0,1.0
73723,1.0,1.0
20262,0.0,0.0
29224,0.0,0.0
21608,0.0,0.0
72653,1.0,1.0
42593,1.0,1.0
42066,1.0,0.0
70184,1.0,1.0
62890,1.0,1.0
11139,0.0,0.0
13371,0.0,0.0
14632,0.0,0.0
48978,1.0,1.0
72019,1.0,1.0
58524,1.0,1.0
6541,0.0,0.0
55878,1.0,1.0
46848,1.0,1.0
46398,1.0,1.0
57121,1.0,1.0
56381,1.0,1.0
29084,0.0,0.0
31287,0.0,0.0
8119,0.0,0.0
71148,1.0,1.0
57244,1.0,1.0
50135,1.0,1.0
5919,0.0,0.0
48586,1.0,1.0
58536,1.0,1.0
26114,0.0,0.0
51288,1.0,1.0
1985,0.0,0.0
2181,0.0,0.0
25314,0.0,0.0
61068,1.0,1.0
33422,0.0,0.0
50453,1.0,1.0
35814,0.0,0.0
55609,1.0,1.0
30556,0.0,0.0
20716,0.0,0.0
40841,1.0,1.0
68611,1.0,1.0
38967,1.0,1.0
25928,0.0,0.0
2320,0.0,0.0
57496,1.0,1.0
66014,1.0,1.0
42114,1.0,1.0
72241,1.0,1.0
62467,1.0,1.0
66245,1.0,1.0
13171,0.0,0.0
32330,1.0,1.0
72542,1.0,1.0
15622,0.0,0.0
44959,1.0,1.0
49620,1.0,1.0
56942,1.0,1.0
31709,0.0,0.0
1166,0.0,0.0
71677,1.0,1.0
12658,0.0,0.0
4439,0.0,0.0
57019,1.0,1.0
63886,1.0,1.0
28608,0.0,0.0
73642,1.0,1.0
70871,1.0,1.0
184,0.0,0.0
47337,1.0,1.0
60360,1.0,1.0
58056,1.0,1.0
31594,0.0,0.0
10891,0.0,0.0
58478,1.0,1.0
72032,1.0,1.0
2002,0.0,0.0
9977,0.0,0.0
11461,0.0,0.0
69294,1.0,1.0
892,0.0,0.0
19294,0.0,0.0
16572,0.0,0.0
28060,0.0,0.0
59879,1.0,1.0
25634,0.0,0.0
37961,1.0,1.0
61160,1.0,1.0
1419,0.0,0.0
74548,1.0,1.0
42843,1.0,1.0
73742,1.0,1.0
8546,0.0,0.0
64392,1.0,1.0
29428,0.0,0.0
39383,1.0,1.0
67024,1.0,1.0
14046,0.0,0.0
63477,1.0,1.0
12499,0.0,0.0
31643,0.0,0.0
24689,0.0,0.0
64007,1.0,1.0
38055,1.0,1.0
33195,0.0,0.0
23943,0.0,0.0
67746,1.0,1.0
75290,1.0,1.0
21161,0.0,0.0
36744,0.0,0.0
34040,0.0,0.0
25704,0.0,0.0
67179,1.0,1.0
17872,0.0,0.0
3805,0.0,0.0
60017,1.0,1.0
58608,1.0,1.0
9000,0.0,0.0
3512,0.0,0.0
45085,1.0,1.0
37582,0.0,0.0
3273,0.0,0.0
33322,0.0,0.0
42496,1.0,1.0
49964,1.0,1.0
32664,0.0,0.0
3094,0.0,0.0
66644,1.0,1.0
3190,0.0,0.0
55460,1.0,1.0
14067,0.0,0.0
50022,1.0,1.0
25195,0.0,0.0
13462,0.0,0.0
72332,1.0,1.0
66745,1.0,1.0
3474,0.0,0.0
42780,1.0,1.0
52993,1.0,1.0
17348,0.0,0.0
25184,0.0,0.0
66407,1.0,1.0
65173,1.0,1.0
17924,0.0,0.0
23480,0.0,0.0
75161,1.0,1.0
45948,1.0,1.0
18618,0.0,0.0
21407,0.0,0.0
17416,0.0,0.0
56282,1.0,1.0
73279,1.0,1.0
1099,0.0,0.0
14687,0.0,0.0
34805,0.0,0.0
56179,1.0,1.0
36051,0.0,0.0
69567,1.0,1.0
69302,1.0,1.0
2675,0.0,0.0
46603,1.0,1.0
36409,0.0,0.0
37087,0.0,0.0
27633,0.0,0.0
64135,1.0,1.0
59602,1.0,1.0
21228,0.0,0.0
36100,0.0,0.0
6064,0.0,0.0
55162,1.0,1.0
41954,1.0,1.0
22281,0.0,0.0
18292,0.0,0.0
24541,0.0,0.0
71584,1.0,1.0
56755,1.0,1.0
44316,1.0,1.0
71154,1.0,1.0
72524,1.0,1.0
21045,0.0,0.0
45601,1.0,1.0
21751,0.0,0.0
7800,0.0,0.0
26777,0.0,0.0
72546,1.0,1.0
54361,1.0,1.0
47890,1.0,1.0
70037,1.0,1.0
60366,1.0,1.0
75343,1.0,1.0
24491,0.0,0.0
45187,1.0,1.0
60463,1.0,1.0
35448,0.0,0.0
56364,1.0,1.0
54414,1.0,1.0
74472,1.0,1.0
47631,1.0,1.0
51140,1.0,1.0
68713,1.0,1.0
68230,1.0,1.0
62709,1.0,1.0
61617,1.0,1.0
5385,0.0,0.0
32571,0.0,0.0
59252,1.0,1.0
14137,0.0,0.0
25198,0.0,0.0
14537,0.0,0.0
40909,1.0,1.0
31279,0.0,0.0
67381,1.0,1.0
16765,0.0,0.0
9697,0.0,0.0
65355,1.0,1.0
58187,1.0,1.0
44782,1.0,1.0
29075,0.0,0.0
54305,1.0,1.0
34686,0.0,0.0
48105,1.0,0.0
3661,0.0,0.0
58032,1.0,1.0
33520,0.0,0.0
57589,1.0,1.0
57960,1.0,1.0
58994,1.0,1.0
2332,0.0,0.0
20535,0.0,0.0
434,0.0,0.0
65524,1.0,1.0
59121,1.0,1.0
28572,0.0,0.0
39776,1.0,1.0
32541,0.0,0.0
73833,1.0,1.0
20464,0.0,0.0
61169,1.0,1.0
65538,1.0,1.0
74971,1.0,1.0
21866,0.0,0.0
50212,1.0,1.0
47389,1.0,1.0
19512,0.0,0.0
56452,1.0,1.0
75378,1.0,1.0
5305,0.0,0.0
48301,1.0,1.0
67859,1.0,1.0
60899,1.0,1.0
57702,1.0,1.0
1958,0.0,0.0
10458,0.0,0.0
33505,0.0,0.0
16321,0.0,0.0
3909,0.0,0.0
70492,1.0,1.0
62542,1.0,1.0
26852,0.0,0.0
70247,1.0,1.0
23021,0.0,0.0
44170,1.0,1.0
48822,1.0,1.0
38998,1.0,1.0
73689,1.0,1.0
48556,1.0,1.0
24867,0.0,0.0
70644,1.0,1.0
55960,1.0,1.0
13825,0.0,0.0
59259,1.0,1.0
11587,0.0,0.0
49023,1.0,1.0
39785,1.0,1.0
59911,1.0,1.0
38823,1.0,1.0
41414,1.0,1.0
6322,0.0,0.0
58433,1.0,1.0
17153,0.0,0.0
33904,0.0,0.0
73870,1.0,1.0
2893,0.0,0.0
8086,0.0,0.0
39725,1.0,1.0
4321,0.0,0.0
58519,1.0,1.0
31253,0.0,0.0
25663,0.0,0.0
62612,1.0,1.0
51050,1.0,1.0
68840,1.0,1.0
54996,1.0,1.0
33887,0.0,0.0
48642,1.0,1.0
47094,1.0,1.0
5710,0.0,0.0
67838,1.0,1.0
26652,0.0,0.0
61932,1.0,1.0
34960,0.0,0.0
8731,0.0,0.0
31601,0.0,0.0
47433,1.0,1.0
55498,1.0,1.0
39840,1.0,1.0
684,0.0,0.0
40752,1.0,1.0
24297,0.0,0.0
33937,0.0,0.0
12654,0.0,0.0
64696,1.0,1.0
4416,0.0,0.0
18941,0.0,0.0
72570,1.0,1.0
48622,1.0,1.0
71654,1.0,1.0
284,0.0,0.0
13239,0.0,0.0
44661,1.0,1.0
46739,1.0,1.0
7423,0.0,0.0
49003,1.0,1.0
52054,1.0,1.0
41207,1.0,1.0
41208,1.0,1.0
59303,1.0,1.0
2941,0.0,0.0
16600,0.0,0.0
49776,1.0,1.0
54613,1.0,1.0
7676,0.0,0.0
55954,1.0,1.0
13426,0.0,0.0
54069,1.0,1.0
61994,1.0,1.0
9315,0.0,0.0
68720,1.0,1.0
25299,0.0,0.0
64485,1.0,1.0
251,0.0,0.0
14741,0.0,0.0
16987,0.0,0.0
43536,1.0,1.0
70063,1.0,1.0
47533,1.0,1.0
41795,1.0,1.0
72602,1.0,1.0
57452,1.0,1.0
18616,0.0,0.0
32060,0.0,0.0
53086,1.0,1.0
54319,1.0,1.0
70539,1.0,1.0
3590,0.0,0.0
57501,1.0,1.0
47866,1.0,1.0
37876,1.0,1.0
65207,1.0,1.0
12296,0.0,0.0
41124,1.0,1.0
58997,1.0,1.0
74907,1.0,1.0
28990,0.0,0.0
40764,1.0,1.0
58911,1.0,1.0
62800,1.0,1.0
44801,1.0,1.0
35763,0.0,0.0
19166,0.0,0.0
31256,0.0,0.0
40103,1.0,1.0
51253,1.0,1.0
23647,0.0,0.0
8169,0.0,0.0
8833,0.0,0.0
2408,0.0,0.0
36284,0.0,0.0
8619,0.0,0.0
6376,0.0,0.0
19345,0.0,1.0
27609,0.0,0.0
33223,0.0,0.0
65768,1.0,1.0
31620,0.0,0.0
27712,0.0,0.0
22220,0.0,0.0
27422,0.0,0.0
13210,0.0,0.0
73709,1.0,1.0
28167,0.0,0.0
49121,1.0,1.0
75295,1.0,1.0
17697,0.0,0.0
58724,1.0,1.0
60116,1.0,1.0
10591,0.0,0.0
13939,0.0,0.0
13184,0.0,0.0
11654,0.0,0.0
71645,1.0,1.0
73025,1.0,1.0
7667,0.0,0.0
75057,1.0,1.0
66029,1.0,1.0
69726,1.0,1.0
60413,1.0,1.0
10666,0.0,0.0
11514,0.0,0.0
40382,1.0,1.0
1796,0.0,0.0
49397,1.0,1.0
6869,0.0,0.0
22239,0.0,0.0
50086,1.0,1.0
26361,0.0,0.0
6938,0.0,0.0
18803,0.0,0.0
1002,0.0,0.0
49406,1.0,1.0
64371,1.0,1.0
41921,1.0,1.0
44262,1.0,1.0
65314,1.0,1.0
19154,0.0,0.0
66904,1.0,1.0
44774,1.0,1.0
68852,1.0,1.0
11746,0.0,0.0
65826,1.0,1.0
54895,1.0,1.0
37165,0.0,0.0
22536,0.0,0.0
17208,0.0,0.0
39793,1.0,1.0
13245,0.0,0.0
6051,0.0,0.0
61851,1.0,1.0
50444,1.0,1.0
31500,0.0,0.0
13567,0.0,0.0
60409,1.0,1.0
21617,0.0,0.0
29381,0.0,0.0
39355,1.0,1.0
36656,0.0,0.0
74194,1.0,1.0
58081,1.0,1.0
14360,0.0,0.0
36891,0.0,0.0
67541,1.0,1.0
19113,0.0,0.0
20418,0.0,0.0
16443,0.0,0.0
36944,0.0,0.0
22500,0.0,0.0
41635,1.0,1.0
11876,0.0,0.0
69930,1.0,1.0
10322,0.0,0.0
56751,1.0,1.0
15306,0.0,0.0
71296,1.0,1.0
60303,1.0,1.0
72509,1.0,1.0
4635,0.0,0.0
2361,0.0,0.0
8013,0.0,0.0
47941,1.0,1.0
11750,0.0,0.0
24938,0.0,0.0
15321,0.0,0.0
54814,1.0,1.0
37470,0.0,0.0
2313,0.0,0.0
58873,1.0,1.0
13081,0.0,0.0
13474,0.0,0.0
71722,1.0,1.0
54046,1.0,1.0
56828,1.0,1.0
9991,0.0,0.0
3675,0.0,0.0
18143,0.0,0.0
32274,0.0,0.0
18247,0.0,0.0
69584,1.0,1.0
60475,1.0,1.0
24699,0.0,0.0
54470,1.0,1.0
3707,0.0,0.0
26618,0.0,0.0
64297,1.0,1.0
15244,0.0,0.0
3060,0.0,0.0
15525,0.0,0.0
4448,0.0,0.0
72863,1.0,1.0
38408,1.0,1.0
41821,1.0,1.0
26141,0.0,0.0
110,0.0,0.0
23705,0.0,0.0
5161,0.0,0.0
66264,1.0,1.0
